"cohort_start_date","dose","n_dose","n"
2022-10-16,"3 dose",33,43
2022-10-17,"1 dose",1,67
2022-10-17,"3 dose",51,67
2022-10-17,"5 dose",2,67
2022-10-17,"2 dose",1,67
2022-10-17,"4 dose",12,67
2022-10-18,"5 dose",1,66
2022-10-18,"3 dose",44,66
2022-10-18,"4 dose",19,66
2022-10-18,"2 dose",2,66
2022-10-19,"4 dose",15,71
2022-10-19,"2 dose",2,71
2022-10-19,"5 dose",1,71
2022-10-19,"3 dose",53,71
2022-10-20,"2 dose",1,89
2022-10-20,"4 dose",13,89
2022-10-20,"1 dose",2,89
2022-10-20,"3 dose",73,89
2022-10-21,"3 dose",48,63
2022-10-21,"4 dose",10,63
2022-10-21,"5 dose",1,63
2022-10-21,"2 dose",3,63
2022-10-21,"1 dose",1,63
2022-10-22,"1 dose",6,121
2022-10-22,"2 dose",7,121
2022-10-22,"4 dose",17,121
2022-10-22,"3 dose",90,121
2022-10-22,"5 dose",1,121
2022-10-23,"4 dose",4,34
2022-10-23,"3 dose",30,34
2022-10-24,"2 dose",2,59
2022-10-24,"4 dose",13,59
2022-10-24,"1 dose",2,59
2022-10-24,"3 dose",42,59
2022-10-25,"2 dose",5,93
2022-10-25,"3 dose",71,93
2022-10-25,"1 dose",3,93
2022-10-25,"4 dose",14,93
2022-10-26,"3 dose",70,85
2022-10-26,"4 dose",10,85
2022-10-26,"2 dose",3,85
2022-10-26,"1 dose",1,85
2022-10-26,"5 dose",1,85
2022-10-27,"5 dose",2,70
2022-10-27,"2 dose",2,70
2022-10-27,"4 dose",13,70
2022-10-27,"3 dose",53,70
2022-10-28,"6 dose",1,73
2022-10-28,"3 dose",60,73
2022-10-28,"5 dose",1,73
2022-10-28,"4 dose",4,73
2022-10-28,"1 dose",5,73
2022-10-28,"2 dose",2,73
2022-10-29,"4 dose",18,70
2022-10-29,"5 dose",2,70
2022-10-29,"2 dose",1,70
2022-10-29,"3 dose",49,70
2022-10-30,"1 dose",2,40
2022-10-30,"3 dose",33,40
2022-10-30,"2 dose",3,40
2022-10-30,"4 dose",2,40
2022-10-31,"4 dose",6,63
2022-10-31,"3 dose",52,63
2022-10-31,"2 dose",2,63
2022-10-31,"1 dose",3,63
2022-11-01,"1 dose",2,74
2022-11-01,"4 dose",6,74
2022-11-01,"3 dose",62,74
2022-11-01,"2 dose",3,74
2022-11-01,"5 dose",1,74
2022-11-02,"3 dose",48,57
2022-11-02,"4 dose",5,57
2022-11-02,"1 dose",1,57
2022-11-02,"2 dose",3,57
2022-11-03,"2 dose",2,56
2022-11-03,"3 dose",49,56
2022-11-03,"4 dose",5,56
2022-11-04,"5 dose",1,60
2022-11-04,"2 dose",3,60
2022-11-04,"1 dose",2,60
2022-11-04,"3 dose",50,60
2022-11-04,"4 dose",4,60
2022-11-05,"2 dose",2,70
2022-11-05,"1 dose",2,70
2022-11-05,"4 dose",12,70
2022-11-05,"5 dose",1,70
2022-11-05,"3 dose",53,70
2022-11-06,"4 dose",4,45
2022-11-06,"3 dose",39,45
2022-11-06,"2 dose",2,45
2022-11-07,"1 dose",2,57
2022-11-07,"4 dose",5,57
2022-11-07,"2 dose",2,57
2022-11-07,"3 dose",48,57
2022-11-08,"2 dose",1,76
2022-11-08,"4 dose",6,76
2022-11-08,"1 dose",2,76
2022-11-08,"3 dose",67,76
2022-11-09,"2 dose",5,67
2022-11-09,"1 dose",1,67
2022-11-09,"3 dose",54,67
2022-11-09,"4 dose",7,67
2022-11-10,"2 dose",2,53
2022-11-10,"1 dose",2,53
2022-11-10,"3 dose",43,53
2022-11-10,"4 dose",6,53
2022-11-11,"4 dose",6,54
2022-11-11,"5 dose",1,54
2022-11-11,"1 dose",3,54
2022-11-11,"3 dose",41,54
2022-11-11,"2 dose",3,54
2022-11-12,"4 dose",3,55
2022-11-12,"5 dose",1,55
2022-11-12,"3 dose",41,55
2022-11-12,"2 dose",4,55
2022-11-12,"1 dose",6,55
2022-11-13,"2 dose",2,40
2022-11-13,"3 dose",31,40
2022-11-13,"5 dose",1,40
2022-11-13,"4 dose",3,40
2022-11-13,"1 dose",3,40
2022-11-14,"4 dose",4,63
2022-11-14,"2 dose",5,63
2022-11-14,"1 dose",2,63
2022-11-14,"3 dose",52,63
2022-11-15,"2 dose",3,73
2022-11-15,"4 dose",6,73
2022-11-15,"5 dose",1,73
2022-11-15,"3 dose",62,73
2022-11-15,"1 dose",1,73
2022-11-16,"1 dose",2,48
2022-11-16,"5 dose",2,48
2022-11-16,"4 dose",4,48
2022-11-16,"3 dose",38,48
2022-11-16,"2 dose",2,48
2022-11-17,"5 dose",1,55
2022-11-17,"4 dose",6,55
2022-11-17,"2 dose",1,55
2022-11-17,"3 dose",47,55
2022-11-18,"1 dose",3,52
2022-11-18,"5 dose",1,52
2022-11-18,"3 dose",43,52
2022-11-18,"2 dose",1,52
2022-11-18,"4 dose",4,52
2022-11-19,"2 dose",1,46
2022-11-19,"3 dose",36,46
2022-11-19,"5 dose",2,46
2022-11-19,"1 dose",3,46
2022-11-19,"4 dose",4,46
2022-11-20,"2 dose",1,33
2022-11-20,"1 dose",2,33
2022-11-20,"3 dose",30,33
2022-11-21,"4 dose",4,47
2022-11-21,"2 dose",1,47
2022-11-21,"3 dose",42,47
2022-11-22,"1 dose",4,47
2022-11-22,"4 dose",4,47
2022-11-22,"3 dose",39,47
2022-11-23,"1 dose",3,54
2022-11-23,"3 dose",45,54
2022-11-23,"2 dose",2,54
2022-11-23,"4 dose",4,54
2022-11-24,"4 dose",6,58
2022-11-24,"5 dose",3,58
2022-11-24,"1 dose",1,58
2022-11-24,"3 dose",45,58
2022-11-24,"2 dose",3,58
2022-11-25,"3 dose",36,41
2022-11-25,"2 dose",2,41
2022-11-25,"4 dose",3,41
2022-11-26,"2 dose",2,42
2022-11-26,"4 dose",3,42
2022-11-26,"3 dose",37,42
2022-11-27,"4 dose",1,26
2022-11-27,"2 dose",2,26
2022-11-27,"1 dose",2,26
2022-11-27,"3 dose",21,26
2022-11-28,"3 dose",23,27
2022-11-28,"2 dose",1,27
2022-11-28,"4 dose",2,27
2022-11-28,"1 dose",1,27
2022-11-29,"1 dose",3,49
2022-11-29,"4 dose",6,49
2022-11-29,"3 dose",38,49
2022-11-29,"2 dose",2,49
2022-11-30,"3 dose",24,29
2022-11-30,"5 dose",1,29
2022-11-30,"1 dose",1,29
2022-11-30,"4 dose",1,29
2022-11-30,"2 dose",2,29
2022-12-01,"4 dose",4,27
2022-12-01,"3 dose",20,27
2022-12-01,"2 dose",1,27
2022-12-01,"1 dose",2,27
2022-12-02,"3 dose",26,28
2022-12-02,"4 dose",2,28
2022-12-03,"3 dose",26,30
2022-12-03,"1 dose",3,30
2022-12-03,"4 dose",1,30
2022-12-04,"5 dose",1,15
2022-12-04,"4 dose",1,15
2022-12-04,"3 dose",11,15
2022-12-04,"2 dose",2,15
2022-12-05,"3 dose",29,36
2022-12-05,"1 dose",2,36
2022-12-05,"2 dose",2,36
2022-12-05,"4 dose",3,36
2022-12-06,"4 dose",2,20
2022-12-06,"1 dose",2,20
2022-12-06,"3 dose",16,20
2022-12-07,"1 dose",1,30
2022-12-07,"3 dose",22,30
2022-12-07,"4 dose",7,30
2022-12-08,"2 dose",1,23
2022-12-08,"4 dose",2,23
2022-12-08,"3 dose",19,23
2022-12-08,"1 dose",1,23
2022-12-09,"4 dose",3,22
2022-12-09,"3 dose",19,22
2022-12-10,"2 dose",5,22
2022-12-10,"3 dose",16,22
2022-12-10,"1 dose",1,22
2022-12-11,"3 dose",10,16
2022-12-11,"2 dose",5,16
2022-12-11,"5 dose",1,16
2022-12-12,"4 dose",1,17
2022-12-12,"3 dose",16,17
2022-12-13,"1 dose",1,19
2022-12-13,"3 dose",17,19
2022-12-13,"2 dose",1,19
2022-12-14,"4 dose",2,15
2022-12-14,"3 dose",13,15
2022-12-15,"3 dose",9,10
2022-12-15,"1 dose",1,10
2022-12-16,"2 dose",2,16
2022-12-16,"4 dose",2,16
2022-12-16,"3 dose",12,16
2022-12-17,"3 dose",8,9
2022-12-17,"1 dose",1,9
2022-12-18,"4 dose",1,5
2022-12-18,"3 dose",3,5
2022-12-19,"3 dose",11,12
2022-12-19,"2 dose",1,12
2022-12-20,"4 dose",2,9
2022-12-20,"1 dose",1,9
2022-12-20,"3 dose",6,9
2022-12-21,"3 dose",5,6
2022-12-21,"4 dose",1,6
2022-12-22,"4 dose",1,7
2022-12-22,"3 dose",6,7
2022-12-23,"3 dose",3,5
2022-12-26,"3 dose",1,5
2022-12-28,"4 dose",2,7
2022-12-28,"3 dose",3,7
2022-12-28,"2 dose",1,7
2022-12-28,"1 dose",1,7
2022-12-29,"3 dose",5,6
2022-12-29,"4 dose",1,6
2022-12-30,"3 dose",2,5
2022-12-31,"3 dose",1,5
2023-01-03,"4 dose",1,5
2023-01-04,"3 dose",4,7
2023-01-04,"4 dose",2,7
2023-01-04,"2 dose",1,7
2023-01-05,"4 dose",1,6
2023-01-05,"3 dose",5,6
2023-01-06,"3 dose",5,6
2023-01-06,"4 dose",1,6
2023-01-07,"3 dose",1,5
2023-01-08,"3 dose",1,5
2023-01-09,"3 dose",3,5
2023-01-09,"4 dose",1,5
2023-01-10,"3 dose",3,5
2023-01-10,"4 dose",1,5
2023-01-11,"2 dose",1,5
2023-01-11,"3 dose",3,5
2023-01-12,"4 dose",3,8
2023-01-12,"2 dose",1,8
2023-01-12,"5 dose",1,8
2023-01-12,"3 dose",3,8
2023-01-13,"3 dose",1,5
2023-01-14,"3 dose",4,5
2023-01-15,"4 dose",1,5
2023-01-15,"3 dose",1,5
2023-01-16,"4 dose",1,5
2023-01-16,"3 dose",3,5
2023-01-16,"2 dose",1,5
2023-01-17,"4 dose",1,5
2023-01-17,"3 dose",1,5
2023-01-17,"5 dose",1,5
2023-01-18,"3 dose",1,5
2023-01-19,"3 dose",2,5
2023-01-19,"1 dose",1,5
2023-01-20,"3 dose",3,5
2023-01-20,"5 dose",1,5
2023-01-20,"4 dose",1,5
2023-01-21,"4 dose",2,5
2023-01-21,"3 dose",3,5
2023-01-23,"4 dose",2,6
2023-01-23,"3 dose",4,6
2023-01-25,"3 dose",3,5
2023-01-26,"3 dose",2,5
2023-01-28,"2 dose",1,5
2023-01-28,"1 dose",1,5
2023-01-28,"3 dose",2,5
2023-01-29,"3 dose",1,5
2023-01-30,"3 dose",2,5
2023-01-30,"4 dose",1,5
2023-01-31,"3 dose",2,5
2023-02-02,"3 dose",2,5
2023-02-03,"3 dose",1,5
2023-02-05,"2 dose",1,5
2023-02-07,"1 dose",1,5
2023-02-07,"3 dose",2,5
2023-02-08,"3 dose",3,5
2023-02-09,"5 dose",1,5
2023-02-09,"4 dose",1,5
2023-02-09,"3 dose",1,5
2023-02-11,"3 dose",1,5
2023-02-11,"1 dose",1,5
2023-02-14,"1 dose",1,5
2023-02-14,"3 dose",1,5
2023-02-16,"4 dose",1,5
2023-02-17,"3 dose",1,5
2023-02-18,"3 dose",4,5
2023-02-20,"2 dose",1,5
2023-02-20,"3 dose",1,5
2023-02-21,"3 dose",2,5
2023-02-22,"3 dose",1,5
2023-02-22,"2 dose",1,5
2023-02-23,"3 dose",1,5
2023-02-24,"3 dose",1,5
2023-02-25,"2 dose",1,5
2023-02-27,"3 dose",2,5
2023-02-27,"2 dose",1,5
2023-03-01,"2 dose",1,5
2023-03-02,"3 dose",1,5
2023-03-03,"3 dose",2,5
2023-03-04,"4 dose",1,5
2023-03-06,"1 dose",1,5
2023-03-08,"3 dose",1,5
2023-03-13,"2 dose",1,5
2023-03-16,"2 dose",1,5
2023-03-18,"2 dose",2,5
2023-03-22,"1 dose",1,5
2023-03-22,"3 dose",1,5
2023-03-23,"3 dose",2,5
2023-03-24,"3 dose",1,5
2023-03-24,"2 dose",1,5
2023-03-26,"3 dose",1,5
2023-03-27,"2 dose",1,5
2023-03-27,"5 dose",1,5
2023-03-27,"4 dose",1,5
2023-03-27,"6 dose",1,5
2023-03-28,"4 dose",1,5
2023-03-28,"5 dose",2,5
2023-03-29,"2 dose",1,6
2023-03-29,"1 dose",1,6
2023-03-29,"5 dose",4,6
2023-03-30,"5 dose",2,5
2023-03-30,"4 dose",1,5
2023-03-30,"1 dose",1,5
2023-03-31,"3 dose",1,5
2023-03-31,"5 dose",2,5
2023-04-01,"1 dose",1,7
2023-04-01,"5 dose",5,7
2023-04-01,"6 dose",1,7
2023-04-02,"4 dose",1,5
2023-04-02,"5 dose",3,5
2023-04-03,"4 dose",3,9
2023-04-03,"5 dose",6,9
2023-04-04,"5 dose",2,16
2023-04-04,"3 dose",4,16
2023-04-04,"1 dose",3,16
2023-04-04,"4 dose",5,16
2023-04-04,"2 dose",1,16
2023-04-04,"7 dose",1,16
2023-04-05,"5 dose",4,19
2023-04-05,"4 dose",8,19
2023-04-05,"1 dose",1,19
2023-04-05,"3 dose",4,19
2023-04-05,"2 dose",2,19
2023-04-06,"3 dose",1,16
2023-04-06,"4 dose",5,16
2023-04-06,"5 dose",9,16
2023-04-06,"2 dose",1,16
2023-04-07,"2 dose",1,5
2023-04-07,"5 dose",1,5
2023-04-08,"5 dose",3,5
2023-04-09,"5 dose",1,5
2023-04-09,"2 dose",1,5
2023-04-10,"5 dose",6,6
2023-04-11,"2 dose",1,26
2023-04-11,"4 dose",2,26
2023-04-11,"3 dose",1,26
2023-04-11,"5 dose",21,26
2023-04-11,"1 dose",1,26
2023-04-12,"1 dose",1,29
2023-04-12,"4 dose",4,29
2023-04-12,"2 dose",2,29
2023-04-12,"6 dose",1,29
2023-04-12,"5 dose",20,29
2023-04-12,"3 dose",1,29
2023-04-13,"2 dose",1,31
2023-04-13,"3 dose",1,31
2023-04-13,"5 dose",24,31
2023-04-13,"6 dose",1,31
2023-04-13,"4 dose",4,31
2023-04-14,"4 dose",7,25
2023-04-14,"2 dose",1,25
2023-04-14,"6 dose",1,25
2023-04-14,"5 dose",16,25
2023-04-15,"4 dose",4,17
2023-04-15,"5 dose",13,17
2023-04-16,"5 dose",4,5
2023-04-16,"4 dose",1,5
2023-04-17,"4 dose",4,19
2023-04-17,"5 dose",11,19
2023-04-17,"3 dose",3,19
2023-04-17,"1 dose",1,19
2023-04-18,"5 dose",26,34
2023-04-18,"4 dose",4,34
2023-04-18,"6 dose",1,34
2023-04-18,"3 dose",1,34
2023-04-18,"2 dose",2,34
2023-04-19,"5 dose",19,32
2023-04-19,"6 dose",1,32
2023-04-19,"4 dose",12,32
2023-04-20,"3 dose",1,37
2023-04-20,"4 dose",9,37
2023-04-20,"5 dose",27,37
2023-04-21,"5 dose",21,32
2023-04-21,"6 dose",1,32
2023-04-21,"4 dose",6,32
2023-04-21,"2 dose",3,32
2023-04-21,"3 dose",1,32
2023-04-22,"4 dose",4,19
2023-04-22,"5 dose",15,19
2023-04-23,"5 dose",11,14
2023-04-23,"4 dose",3,14
2023-04-24,"5 dose",24,27
2023-04-24,"4 dose",3,27
2023-04-25,"4 dose",6,44
2023-04-25,"3 dose",2,44
2023-04-25,"1 dose",1,44
2023-04-25,"5 dose",35,44
2023-04-26,"2 dose",1,31
2023-04-26,"5 dose",23,31
2023-04-26,"4 dose",6,31
2023-04-26,"3 dose",1,31
2023-04-27,"5 dose",33,47
2023-04-27,"1 dose",1,47
2023-04-27,"4 dose",10,47
2023-04-27,"2 dose",1,47
2023-04-27,"6 dose",2,47
2023-04-28,"3 dose",3,37
2023-04-28,"5 dose",27,37
2023-04-28,"4 dose",5,37
2023-04-28,"6 dose",2,37
2023-04-29,"4 dose",11,36
2023-04-29,"5 dose",25,36
2023-04-30,"6 dose",2,11
2023-04-30,"5 dose",6,11
2023-04-30,"4 dose",3,11
2023-05-01,"5 dose",7,7
2023-05-02,"3 dose",2,28
2023-05-02,"1 dose",1,28
2023-05-02,"5 dose",17,28
2023-05-02,"4 dose",8,28
2023-05-03,"5 dose",23,29
2023-05-03,"4 dose",6,29
2023-05-04,"4 dose",5,30
2023-05-04,"6 dose",2,30
2023-05-04,"2 dose",1,30
2023-05-04,"5 dose",21,30
2023-05-04,"1 dose",1,30
2023-05-05,"5 dose",13,21
2023-05-05,"3 dose",2,21
2023-05-05,"2 dose",1,21
2023-05-05,"1 dose",1,21
2023-05-05,"4 dose",4,21
2023-05-06,"4 dose",4,6
2023-05-06,"5 dose",2,6
2023-05-07,"5 dose",3,5
2023-05-07,"4 dose",2,5
2023-05-08,"5 dose",1,5
2023-05-09,"5 dose",22,31
2023-05-09,"4 dose",6,31
2023-05-09,"3 dose",1,31
2023-05-09,"6 dose",2,31
2023-05-10,"6 dose",1,26
2023-05-10,"3 dose",2,26
2023-05-10,"4 dose",6,26
2023-05-10,"5 dose",17,26
2023-05-11,"4 dose",11,32
2023-05-11,"6 dose",1,32
2023-05-11,"5 dose",20,32
2023-05-12,"1 dose",1,17
2023-05-12,"5 dose",13,17
2023-05-12,"4 dose",3,17
2023-05-13,"4 dose",3,25
2023-05-13,"5 dose",22,25
2023-05-14,"4 dose",3,7
2023-05-14,"5 dose",4,7
2023-05-15,"4 dose",8,27
2023-05-15,"1 dose",1,27
2023-05-15,"5 dose",18,27
2023-05-16,"1 dose",1,27
2023-05-16,"3 dose",2,27
2023-05-16,"5 dose",16,27
2023-05-16,"4 dose",8,27
2023-05-17,"4 dose",3,22
2023-05-17,"6 dose",2,22
2023-05-17,"1 dose",1,22
2023-05-17,"5 dose",16,22
2023-05-18,"4 dose",3,17
2023-05-18,"1 dose",1,17
2023-05-18,"6 dose",1,17
2023-05-18,"5 dose",12,17
2023-05-19,"5 dose",13,17
2023-05-19,"4 dose",4,17
2023-05-20,"5 dose",11,16
2023-05-20,"6 dose",2,16
2023-05-20,"4 dose",3,16
2023-05-21,"5 dose",3,6
2023-05-21,"6 dose",3,6
2023-05-22,"6 dose",2,18
2023-05-22,"3 dose",2,18
2023-05-22,"5 dose",11,18
2023-05-22,"1 dose",1,18
2023-05-22,"4 dose",2,18
2023-05-23,"5 dose",14,21
2023-05-23,"6 dose",1,21
2023-05-23,"4 dose",6,21
2023-05-24,"2 dose",1,12
2023-05-24,"6 dose",1,12
2023-05-24,"5 dose",9,12
2023-05-24,"4 dose",1,12
2023-05-25,"5 dose",16,26
2023-05-25,"6 dose",4,26
2023-05-25,"4 dose",6,26
2023-05-26,"4 dose",1,9
2023-05-26,"1 dose",1,9
2023-05-26,"5 dose",7,9
2023-05-27,"4 dose",1,6
2023-05-27,"5 dose",5,6
2023-05-29,"6 dose",1,6
2023-05-29,"4 dose",1,6
2023-05-29,"5 dose",4,6
2023-05-30,"4 dose",5,11
2023-05-30,"6 dose",1,11
2023-05-30,"5 dose",5,11
2023-05-31,"2 dose",1,21
2023-05-31,"5 dose",13,21
2023-05-31,"1 dose",3,21
2023-05-31,"6 dose",1,21
2023-05-31,"4 dose",3,21
2023-06-01,"4 dose",2,8
2023-06-01,"5 dose",4,8
2023-06-01,"3 dose",2,8
2023-06-02,"4 dose",3,9
2023-06-02,"5 dose",6,9
2023-06-03,"5 dose",1,5
2023-06-03,"4 dose",1,5
2023-06-04,"5 dose",1,5
2023-06-04,"6 dose",1,5
2023-06-04,"4 dose",3,5
2023-06-05,"4 dose",1,6
2023-06-05,"5 dose",4,6
2023-06-05,"3 dose",1,6
2023-06-06,"5 dose",5,6
2023-06-06,"4 dose",1,6
2023-06-07,"4 dose",3,10
2023-06-07,"5 dose",6,10
2023-06-07,"3 dose",1,10
2023-06-08,"4 dose",2,10
2023-06-08,"6 dose",1,10
2023-06-08,"2 dose",1,10
2023-06-08,"5 dose",6,10
2023-06-09,"5 dose",7,12
2023-06-09,"2 dose",1,12
2023-06-09,"4 dose",4,12
2023-06-10,"6 dose",1,5
2023-06-10,"5 dose",1,5
2023-06-11,"6 dose",1,5
2023-06-11,"5 dose",1,5
2023-06-11,"4 dose",1,5
2023-06-12,"5 dose",1,5
2023-06-12,"6 dose",1,5
2023-06-13,"3 dose",1,7
2023-06-13,"4 dose",2,7
2023-06-13,"5 dose",4,7
2023-06-14,"4 dose",2,8
2023-06-14,"1 dose",1,8
2023-06-14,"5 dose",5,8
2023-06-15,"2 dose",1,7
2023-06-15,"4 dose",1,7
2023-06-15,"5 dose",3,7
2023-06-15,"1 dose",1,7
2023-06-15,"6 dose",1,7
2023-06-16,"6 dose",2,5
2023-06-16,"5 dose",3,5
2023-06-17,"1 dose",1,5
2023-06-17,"5 dose",1,5
2023-06-17,"4 dose",2,5
2023-06-19,"4 dose",3,5
2023-06-20,"5 dose",3,5
2023-06-20,"4 dose",1,5
2023-06-21,"4 dose",1,5
2023-06-21,"6 dose",1,5
2023-06-22,"5 dose",1,5
2023-06-23,"5 dose",1,5
2023-06-25,"5 dose",2,5
2023-06-26,"4 dose",1,5
2023-06-26,"3 dose",2,5
2023-06-27,"5 dose",1,5
2023-06-27,"6 dose",1,5
2023-06-28,"4 dose",1,5
2023-06-28,"5 dose",2,5
2023-06-29,"5 dose",2,5
2023-06-30,"5 dose",3,5
2023-06-30,"6 dose",1,5
2023-06-30,"4 dose",1,5
2023-07-01,"4 dose",1,5
2023-07-03,"4 dose",1,5
2023-07-05,"5 dose",1,5
2023-07-06,"5 dose",1,5
2023-07-12,"6 dose",1,5
2023-07-17,"2 dose",1,5
2023-09-04,"4 dose",7,8
2023-09-04,"1 dose",1,8
2023-09-05,"5 dose",1,11
2023-09-05,"4 dose",8,11
2023-09-05,"1 dose",1,11
2023-09-05,"2 dose",1,11
2023-09-06,"4 dose",6,6
2023-09-07,"6 dose",1,10
2023-09-07,"3 dose",1,10
2023-09-07,"4 dose",8,10
2023-09-08,"4 dose",10,12
2023-09-08,"3 dose",1,12
2023-09-08,"5 dose",1,12
2023-09-09,"4 dose",6,8
2023-09-09,"1 dose",1,8
2023-09-09,"3 dose",1,8
2023-09-10,"3 dose",1,5
2023-09-10,"4 dose",1,5
2023-09-11,"6 dose",1,27
2023-09-11,"2 dose",3,27
2023-09-11,"5 dose",6,27
2023-09-11,"4 dose",14,27
2023-09-11,"1 dose",1,27
2023-09-11,"3 dose",2,27
2023-09-12,"5 dose",3,24
2023-09-12,"4 dose",17,24
2023-09-12,"3 dose",2,24
2023-09-12,"6 dose",2,24
2023-09-13,"2 dose",1,26
2023-09-13,"1 dose",2,26
2023-09-13,"4 dose",21,26
2023-09-13,"6 dose",2,26
2023-09-14,"5 dose",5,26
2023-09-14,"4 dose",16,26
2023-09-14,"2 dose",2,26
2023-09-14,"8 dose",1,26
2023-09-14,"6 dose",2,26
2023-09-15,"5 dose",1,26
2023-09-15,"2 dose",1,26
2023-09-15,"4 dose",20,26
2023-09-15,"3 dose",3,26
2023-09-15,"6 dose",1,26
2023-09-16,"5 dose",1,5
2023-09-16,"4 dose",2,5
2023-09-17,"3 dose",1,6
2023-09-17,"1 dose",1,6
2023-09-17,"5 dose",1,6
2023-09-17,"4 dose",3,6
2023-09-18,"4 dose",18,27
2023-09-18,"5 dose",4,27
2023-09-18,"7 dose",2,27
2023-09-18,"6 dose",3,27
2023-09-19,"2 dose",2,37
2023-09-19,"1 dose",2,37
2023-09-19,"6 dose",6,37
2023-09-19,"3 dose",1,37
2023-09-19,"5 dose",2,37
2023-09-19,"4 dose",24,37
2023-09-20,"3 dose",3,36
2023-09-20,"4 dose",24,36
2023-09-20,"2 dose",1,36
2023-09-20,"5 dose",2,36
2023-09-20,"6 dose",6,36
2023-09-21,"5 dose",2,40
2023-09-21,"6 dose",6,40
2023-09-21,"4 dose",25,40
2023-09-21,"3 dose",2,40
2023-09-21,"7 dose",1,40
2023-09-21,"1 dose",2,40
2023-09-21,"2 dose",2,40
2023-09-22,"5 dose",1,36
2023-09-22,"4 dose",23,36
2023-09-22,"7 dose",1,36
2023-09-22,"6 dose",11,36
2023-09-23,"4 dose",13,23
2023-09-23,"5 dose",1,23
2023-09-23,"3 dose",2,23
2023-09-23,"6 dose",7,23
2023-09-24,"3 dose",1,11
2023-09-24,"2 dose",1,11
2023-09-24,"4 dose",8,11
2023-09-24,"6 dose",1,11
2023-09-25,"4 dose",28,52
2023-09-25,"1 dose",1,52
2023-09-25,"6 dose",14,52
2023-09-25,"3 dose",3,52
2023-09-25,"5 dose",4,52
2023-09-25,"7 dose",1,52
2023-09-25,"2 dose",1,52
2023-09-26,"1 dose",1,33
2023-09-26,"5 dose",4,33
2023-09-26,"6 dose",9,33
2023-09-26,"4 dose",16,33
2023-09-26,"3 dose",3,33
2023-09-27,"2 dose",3,40
2023-09-27,"6 dose",9,40
2023-09-27,"1 dose",3,40
2023-09-27,"7 dose",1,40
2023-09-27,"3 dose",2,40
2023-09-27,"4 dose",21,40
2023-09-27,"5 dose",1,40
2023-09-28,"6 dose",13,47
2023-09-28,"1 dose",1,47
2023-09-28,"4 dose",19,47
2023-09-28,"5 dose",4,47
2023-09-28,"3 dose",7,47
2023-09-28,"2 dose",3,47
2023-09-29,"4 dose",23,41
2023-09-29,"5 dose",6,41
2023-09-29,"6 dose",9,41
2023-09-29,"3 dose",2,41
2023-09-29,"1 dose",1,41
2023-09-30,"1 dose",1,54
2023-09-30,"2 dose",1,54
2023-09-30,"4 dose",23,54
2023-09-30,"3 dose",2,54
2023-09-30,"7 dose",1,54
2023-09-30,"5 dose",7,54
2023-09-30,"6 dose",19,54
2023-10-01,"2 dose",1,6
2023-10-01,"4 dose",4,6
2023-10-01,"5 dose",1,6
2023-10-02,"3 dose",3,48
2023-10-02,"7 dose",1,48
2023-10-02,"6 dose",12,48
2023-10-02,"5 dose",7,48
2023-10-02,"4 dose",25,48
2023-10-03,"3 dose",3,75
2023-10-03,"6 dose",19,75
2023-10-03,"5 dose",10,75
2023-10-03,"1 dose",3,75
2023-10-03,"4 dose",40,75
2023-10-04,"2 dose",1,53
2023-10-04,"4 dose",33,53
2023-10-04,"3 dose",4,53
2023-10-04,"1 dose",1,53
2023-10-04,"6 dose",8,53
2023-10-04,"5 dose",6,53
2023-10-05,"2 dose",1,51
2023-10-05,"5 dose",6,51
2023-10-05,"1 dose",2,51
2023-10-05,"4 dose",28,51
2023-10-05,"3 dose",1,51
2023-10-05,"6 dose",12,51
2023-10-05,"7 dose",1,51
2023-10-06,"3 dose",2,43
2023-10-06,"1 dose",2,43
2023-10-06,"4 dose",24,43
2023-10-06,"2 dose",1,43
2023-10-06,"5 dose",4,43
2023-10-06,"6 dose",10,43
2023-10-07,"6 dose",28,119
