"cohort_start_date","dose","n_dose","n"
2023-10-07,"7 dose",1,119
2023-10-07,"3 dose",4,119
2023-10-07,"4 dose",64,119
2023-10-07,"1 dose",2,119
2023-10-07,"5 dose",20,119
2023-10-08,"7 dose",1,24
2023-10-08,"3 dose",1,24
2023-10-08,"1 dose",1,24
2023-10-08,"5 dose",2,24
2023-10-08,"6 dose",6,24
2023-10-08,"4 dose",13,24
2023-10-09,"6 dose",14,44
2023-10-09,"1 dose",1,44
2023-10-09,"5 dose",7,44
2023-10-09,"4 dose",18,44
2023-10-09,"7 dose",2,44
2023-10-09,"3 dose",2,44
2023-10-10,"2 dose",2,72
2023-10-10,"7 dose",2,72
2023-10-10,"5 dose",6,72
2023-10-10,"6 dose",13,72
2023-10-10,"4 dose",45,72
2023-10-10,"3 dose",4,72
2023-10-11,"4 dose",27,52
2023-10-11,"5 dose",4,52
2023-10-11,"3 dose",1,52
2023-10-11,"2 dose",1,52
2023-10-11,"6 dose",19,52
2023-10-12,"2 dose",3,59
2023-10-12,"3 dose",2,59
2023-10-12,"5 dose",5,59
2023-10-12,"7 dose",1,59
2023-10-12,"4 dose",31,59
2023-10-12,"6 dose",17,59
2023-10-13,"4 dose",28,49
2023-10-13,"6 dose",9,49
2023-10-13,"2 dose",1,49
2023-10-13,"7 dose",1,49
2023-10-13,"3 dose",3,49
2023-10-13,"5 dose",7,49
2023-10-14,"3 dose",7,76
2023-10-14,"5 dose",9,76
2023-10-14,"6 dose",25,76
2023-10-14,"1 dose",3,76
2023-10-14,"2 dose",1,76
2023-10-14,"4 dose",29,76
2023-10-14,"7 dose",2,76
2023-10-15,"4 dose",9,13
2023-10-15,"5 dose",2,13
2023-10-15,"6 dose",2,13
2023-10-16,"4 dose",23,62
2023-10-16,"2 dose",3,62
2023-10-16,"3 dose",1,62
2023-10-16,"7 dose",3,62
2023-10-16,"5 dose",9,62
2023-10-16,"6 dose",19,62
2023-10-16,"1 dose",4,62
2023-10-17,"6 dose",26,73
2023-10-17,"3 dose",3,73
2023-10-17,"5 dose",16,73
2023-10-17,"1 dose",3,73
2023-10-17,"4 dose",25,73
2023-10-18,"4 dose",35,71
2023-10-18,"1 dose",1,71
2023-10-18,"2 dose",1,71
2023-10-18,"3 dose",3,71
2023-10-18,"5 dose",8,71
2023-10-18,"6 dose",21,71
2023-10-18,"7 dose",2,71
2023-10-19,"3 dose",2,49
2023-10-19,"6 dose",19,49
2023-10-19,"5 dose",6,49
2023-10-19,"2 dose",3,49
2023-10-19,"4 dose",19,49
2023-10-20,"4 dose",17,36
2023-10-20,"5 dose",5,36
2023-10-20,"6 dose",12,36
2023-10-20,"3 dose",2,36
2023-10-21,"6 dose",19,62
2023-10-21,"5 dose",5,62
2023-10-21,"7 dose",2,62
2023-10-21,"2 dose",2,62
2023-10-21,"4 dose",27,62
2023-10-21,"3 dose",7,62
2023-10-22,"6 dose",10,18
2023-10-22,"5 dose",3,18
2023-10-22,"4 dose",5,18
2023-10-23,"1 dose",1,49
2023-10-23,"6 dose",20,49
2023-10-23,"3 dose",2,49
2023-10-23,"5 dose",9,49
2023-10-23,"4 dose",17,49
2023-10-24,"2 dose",3,77
2023-10-24,"4 dose",31,77
2023-10-24,"3 dose",1,77
2023-10-24,"5 dose",9,77
2023-10-24,"7 dose",2,77
2023-10-24,"1 dose",1,77
2023-10-24,"6 dose",30,77
2023-10-25,"5 dose",8,43
2023-10-25,"3 dose",2,43
2023-10-25,"7 dose",1,43
2023-10-25,"6 dose",20,43
2023-10-25,"4 dose",12,43
2023-10-26,"6 dose",15,44
2023-10-26,"2 dose",1,44
2023-10-26,"5 dose",9,44
2023-10-26,"1 dose",1,44
2023-10-26,"4 dose",16,44
2023-10-26,"3 dose",1,44
2023-10-26,"7 dose",1,44
2023-10-27,"7 dose",2,39
2023-10-27,"3 dose",4,39
2023-10-27,"6 dose",14,39
2023-10-27,"4 dose",14,39
2023-10-27,"1 dose",1,39
2023-10-27,"5 dose",4,39
2023-10-28,"1 dose",2,31
2023-10-28,"2 dose",1,31
2023-10-28,"4 dose",9,31
2023-10-28,"3 dose",4,31
2023-10-28,"6 dose",13,31
2023-10-28,"5 dose",2,31
2023-10-29,"4 dose",9,15
2023-10-29,"5 dose",1,15
2023-10-29,"6 dose",4,15
2023-10-29,"3 dose",1,15
2023-10-30,"2 dose",1,40
2023-10-30,"3 dose",3,40
2023-10-30,"4 dose",18,40
2023-10-30,"6 dose",14,40
2023-10-30,"1 dose",2,40
2023-10-30,"5 dose",2,40
2023-10-31,"1 dose",1,54
2023-10-31,"6 dose",22,54
2023-10-31,"7 dose",1,54
2023-10-31,"3 dose",1,54
2023-10-31,"5 dose",7,54
2023-10-31,"4 dose",22,54
2023-11-01,"6 dose",6,34
2023-11-01,"3 dose",2,34
2023-11-01,"5 dose",5,34
2023-11-01,"1 dose",3,34
2023-11-01,"4 dose",18,34
2023-11-02,"6 dose",20,48
2023-11-02,"4 dose",18,48
2023-11-02,"1 dose",2,48
2023-11-02,"3 dose",1,48
2023-11-02,"5 dose",6,48
2023-11-02,"7 dose",1,48
2023-11-03,"1 dose",3,40
2023-11-03,"3 dose",2,40
2023-11-03,"4 dose",17,40
2023-11-03,"6 dose",11,40
2023-11-03,"2 dose",1,40
2023-11-03,"7 dose",1,40
2023-11-03,"5 dose",5,40
2023-11-04,"6 dose",11,33
2023-11-04,"5 dose",4,33
2023-11-04,"2 dose",1,33
2023-11-04,"1 dose",1,33
2023-11-04,"4 dose",14,33
2023-11-04,"3 dose",2,33
2023-11-05,"6 dose",2,15
2023-11-05,"1 dose",2,15
2023-11-05,"5 dose",2,15
2023-11-05,"4 dose",9,15
2023-11-06,"4 dose",15,32
2023-11-06,"5 dose",3,32
2023-11-06,"6 dose",11,32
2023-11-06,"3 dose",3,32
2023-11-07,"5 dose",6,42
2023-11-07,"3 dose",1,42
2023-11-07,"6 dose",12,42
2023-11-07,"7 dose",1,42
2023-11-07,"4 dose",19,42
2023-11-07,"2 dose",1,42
2023-11-07,"1 dose",2,42
2023-11-08,"4 dose",12,34
2023-11-08,"6 dose",13,34
2023-11-08,"3 dose",3,34
2023-11-08,"5 dose",2,34
2023-11-08,"2 dose",2,34
2023-11-08,"1 dose",2,34
2023-11-09,"3 dose",4,44
2023-11-09,"4 dose",27,44
2023-11-09,"6 dose",8,44
2023-11-09,"5 dose",3,44
2023-11-09,"1 dose",1,44
2023-11-09,"2 dose",1,44
2023-11-10,"5 dose",4,33
2023-11-10,"7 dose",1,33
2023-11-10,"3 dose",1,33
2023-11-10,"1 dose",1,33
2023-11-10,"6 dose",11,33
2023-11-10,"2 dose",1,33
2023-11-10,"4 dose",14,33
2023-11-11,"5 dose",8,31
2023-11-11,"6 dose",5,31
2023-11-11,"4 dose",13,31
2023-11-11,"1 dose",2,31
2023-11-11,"2 dose",1,31
2023-11-11,"3 dose",2,31
2023-11-12,"4 dose",8,15
2023-11-12,"1 dose",1,15
2023-11-12,"3 dose",1,15
2023-11-12,"5 dose",3,15
2023-11-12,"6 dose",2,15
2023-11-13,"4 dose",14,36
2023-11-13,"2 dose",1,36
2023-11-13,"5 dose",5,36
2023-11-13,"6 dose",11,36
2023-11-13,"3 dose",4,36
2023-11-13,"7 dose",1,36
2023-11-14,"6 dose",9,38
2023-11-14,"2 dose",1,38
2023-11-14,"5 dose",8,38
2023-11-14,"4 dose",19,38
2023-11-14,"3 dose",1,38
2023-11-15,"4 dose",13,26
2023-11-15,"6 dose",8,26
2023-11-15,"5 dose",3,26
2023-11-15,"3 dose",2,26
2023-11-16,"5 dose",4,32
2023-11-16,"1 dose",1,32
2023-11-16,"6 dose",5,32
2023-11-16,"4 dose",22,32
2023-11-17,"6 dose",5,35
2023-11-17,"2 dose",2,35
2023-11-17,"3 dose",3,35
2023-11-17,"4 dose",20,35
2023-11-17,"5 dose",5,35
2023-11-18,"5 dose",4,26
2023-11-18,"1 dose",1,26
2023-11-18,"6 dose",10,26
2023-11-18,"4 dose",11,26
2023-11-19,"6 dose",2,5
2023-11-19,"4 dose",2,5
2023-11-19,"1 dose",1,5
2023-11-20,"6 dose",1,28
2023-11-20,"2 dose",2,28
2023-11-20,"5 dose",3,28
2023-11-20,"4 dose",20,28
2023-11-20,"3 dose",2,28
2023-11-21,"6 dose",2,44
2023-11-21,"3 dose",5,44
2023-11-21,"4 dose",28,44
2023-11-21,"1 dose",2,44
2023-11-21,"5 dose",7,44
2023-11-22,"4 dose",29,36
2023-11-22,"5 dose",1,36
2023-11-22,"6 dose",2,36
2023-11-22,"3 dose",3,36
2023-11-22,"2 dose",1,36
2023-11-23,"4 dose",16,29
2023-11-23,"5 dose",5,29
2023-11-23,"6 dose",5,29
2023-11-23,"1 dose",1,29
2023-11-23,"3 dose",2,29
2023-11-24,"7 dose",1,37
2023-11-24,"6 dose",9,37
2023-11-24,"3 dose",2,37
2023-11-24,"4 dose",21,37
2023-11-24,"2 dose",1,37
2023-11-24,"5 dose",3,37
2023-11-25,"6 dose",2,26
2023-11-25,"1 dose",1,26
2023-11-25,"4 dose",17,26
2023-11-25,"2 dose",1,26
2023-11-25,"3 dose",2,26
2023-11-25,"5 dose",3,26
2023-11-26,"1 dose",1,13
2023-11-26,"2 dose",2,13
2023-11-26,"5 dose",2,13
2023-11-26,"4 dose",8,13
2023-11-27,"4 dose",24,33
2023-11-27,"5 dose",6,33
2023-11-27,"6 dose",2,33
2023-11-27,"1 dose",1,33
2023-11-28,"6 dose",4,28
2023-11-28,"5 dose",4,28
2023-11-28,"4 dose",18,28
2023-11-28,"3 dose",1,28
2023-11-28,"1 dose",1,28
2023-11-29,"5 dose",1,24
2023-11-29,"2 dose",1,24
2023-11-29,"1 dose",1,24
2023-11-29,"4 dose",20,24
2023-11-29,"3 dose",1,24
2023-11-30,"4 dose",29,35
2023-11-30,"6 dose",2,35
2023-11-30,"2 dose",1,35
2023-11-30,"3 dose",3,35
2023-12-01,"4 dose",25,31
2023-12-01,"2 dose",1,31
2023-12-01,"3 dose",2,31
2023-12-01,"6 dose",2,31
2023-12-01,"7 dose",1,31
2023-12-02,"4 dose",9,13
2023-12-02,"5 dose",1,13
2023-12-02,"1 dose",1,13
2023-12-02,"6 dose",2,13
2023-12-03,"6 dose",2,9
2023-12-03,"3 dose",1,9
2023-12-03,"4 dose",6,9
2023-12-04,"4 dose",15,22
2023-12-04,"3 dose",3,22
2023-12-04,"6 dose",2,22
2023-12-04,"5 dose",2,22
2023-12-05,"3 dose",3,28
2023-12-05,"6 dose",6,28
2023-12-05,"4 dose",15,28
2023-12-05,"1 dose",1,28
2023-12-05,"5 dose",3,28
2023-12-06,"6 dose",2,23
2023-12-06,"5 dose",1,23
2023-12-06,"4 dose",18,23
2023-12-06,"1 dose",2,23
2023-12-07,"6 dose",1,20
2023-12-07,"5 dose",1,20
2023-12-07,"1 dose",2,20
2023-12-07,"4 dose",15,20
2023-12-07,"3 dose",1,20
2023-12-08,"3 dose",1,17
2023-12-08,"4 dose",12,17
2023-12-08,"2 dose",4,17
2023-12-09,"3 dose",1,17
2023-12-09,"4 dose",11,17
2023-12-09,"5 dose",2,17
2023-12-09,"6 dose",1,17
2023-12-09,"1 dose",1,17
2023-12-09,"2 dose",1,17
2023-12-10,"4 dose",6,8
2023-12-10,"3 dose",1,8
2023-12-10,"1 dose",1,8
2023-12-11,"7 dose",1,22
2023-12-11,"6 dose",3,22
2023-12-11,"3 dose",2,22
2023-12-11,"4 dose",16,22
2023-12-12,"5 dose",2,20
2023-12-12,"6 dose",2,20
2023-12-12,"4 dose",12,20
2023-12-12,"3 dose",3,20
2023-12-12,"2 dose",1,20
2023-12-13,"1 dose",2,8
2023-12-13,"4 dose",6,8
2023-12-14,"4 dose",9,15
2023-12-14,"5 dose",1,15
2023-12-14,"3 dose",1,15
2023-12-14,"6 dose",1,15
2023-12-14,"7 dose",1,15
2023-12-14,"2 dose",2,15
2023-12-15,"3 dose",1,9
2023-12-15,"6 dose",1,9
2023-12-15,"4 dose",6,9
2023-12-15,"2 dose",1,9
2023-12-16,"4 dose",3,7
2023-12-16,"6 dose",1,7
2023-12-16,"1 dose",1,7
2023-12-16,"3 dose",2,7
2023-12-17,"5 dose",1,5
2023-12-17,"1 dose",1,5
2023-12-17,"4 dose",1,5
2023-12-17,"3 dose",1,5
2023-12-18,"6 dose",2,14
2023-12-18,"5 dose",1,14
2023-12-18,"3 dose",2,14
2023-12-18,"4 dose",7,14
2023-12-18,"7 dose",2,14
2023-12-19,"4 dose",9,12
2023-12-19,"6 dose",1,12
2023-12-19,"3 dose",2,12
2023-12-20,"6 dose",1,8
2023-12-20,"4 dose",4,8
2023-12-20,"1 dose",2,8
2023-12-20,"5 dose",1,8
2023-12-21,"4 dose",4,5
2023-12-22,"5 dose",1,6
2023-12-22,"6 dose",2,6
2023-12-22,"4 dose",2,6
2023-12-22,"2 dose",1,6
2023-12-23,"4 dose",1,5
2023-12-24,"4 dose",1,5
2023-12-28,"7 dose",1,6
2023-12-28,"4 dose",5,6
2023-12-29,"6 dose",2,6
2023-12-29,"4 dose",4,6
2023-12-30,"5 dose",2,5
2024-01-02,"4 dose",1,5
2024-01-02,"5 dose",1,5
2024-01-02,"1 dose",1,5
2024-01-03,"4 dose",1,5
2024-01-04,"4 dose",1,5
2024-01-05,"1 dose",1,5
2024-01-05,"4 dose",1,5
2024-01-07,"5 dose",1,5
2024-01-07,"4 dose",2,5
2024-01-08,"4 dose",1,5
2024-01-09,"5 dose",1,5
2024-01-09,"4 dose",2,5
2024-01-09,"6 dose",1,5
2024-01-10,"5 dose",1,5
2024-01-10,"2 dose",1,5
2024-01-10,"6 dose",1,5
2024-01-11,"4 dose",2,5
2024-01-11,"3 dose",1,5
2024-01-12,"4 dose",4,5
2024-01-12,"5 dose",1,5
2024-01-13,"4 dose",2,5
2024-01-15,"1 dose",1,5
2024-01-15,"6 dose",2,5
2024-01-15,"4 dose",1,5
2024-01-16,"6 dose",2,5
2024-01-16,"4 dose",2,5
2024-01-17,"5 dose",1,5
2024-01-17,"4 dose",3,5
2024-01-18,"4 dose",2,5
2024-01-19,"4 dose",3,5
2024-01-20,"4 dose",1,5
2024-01-20,"5 dose",1,5
2024-01-20,"3 dose",2,5
2024-01-22,"6 dose",1,5
2024-01-22,"4 dose",3,5
2024-01-23,"4 dose",1,5
2024-01-24,"4 dose",2,5
2024-01-25,"6 dose",1,5
2024-01-26,"6 dose",2,5
2024-01-27,"4 dose",2,5
2024-01-27,"3 dose",1,5
2024-01-29,"3 dose",1,5
2024-01-31,"5 dose",1,5
2024-02-02,"3 dose",1,5
2024-02-03,"4 dose",1,5
2024-02-06,"7 dose",1,5
2024-02-08,"2 dose",1,5
2024-02-10,"4 dose",1,5
2024-02-12,"4 dose",2,5
2024-02-14,"4 dose",1,5
2024-02-15,"3 dose",1,5
2024-02-16,"4 dose",1,5
2024-02-16,"6 dose",1,5
2024-02-20,"4 dose",1,5
2024-02-21,"4 dose",1,5
2024-02-26,"4 dose",4,5
2024-03-01,"4 dose",1,5
2024-03-14,"4 dose",1,5
2024-03-18,"4 dose",1,5
2024-03-19,"4 dose",1,5
2024-03-28,"4 dose",1,5
2024-04-02,"6 dose",3,7
2024-04-02,"7 dose",4,7
2024-04-03,"5 dose",1,10
2024-04-03,"6 dose",2,10
2024-04-03,"4 dose",1,10
2024-04-03,"2 dose",1,10
2024-04-03,"7 dose",5,10
2024-04-04,"2 dose",1,14
2024-04-04,"7 dose",4,14
2024-04-04,"3 dose",1,14
2024-04-04,"6 dose",4,14
2024-04-04,"5 dose",4,14
2024-04-05,"6 dose",1,5
2024-04-05,"5 dose",1,5
2024-04-05,"7 dose",1,5
2024-04-05,"1 dose",1,5
2024-04-06,"6 dose",1,5
2024-04-06,"7 dose",3,5
2024-04-07,"4 dose",1,5
2024-04-07,"5 dose",1,5
2024-04-08,"6 dose",2,5
2024-04-08,"5 dose",1,5
2024-04-08,"7 dose",1,5
2024-04-09,"6 dose",3,8
2024-04-09,"7 dose",2,8
2024-04-09,"2 dose",1,8
2024-04-09,"8 dose",1,8
2024-04-09,"3 dose",1,8
2024-04-10,"3 dose",2,7
2024-04-10,"1 dose",2,7
2024-04-10,"5 dose",3,7
2024-04-11,"3 dose",1,6
2024-04-11,"7 dose",3,6
2024-04-11,"2 dose",1,6
2024-04-11,"6 dose",1,6
2024-04-12,"1 dose",1,6
2024-04-12,"7 dose",3,6
2024-04-12,"2 dose",1,6
2024-04-12,"5 dose",1,6
2024-04-13,"6 dose",1,7
2024-04-13,"7 dose",5,7
2024-04-13,"5 dose",1,7
2024-04-14,"7 dose",1,5
2024-04-14,"5 dose",2,5
2024-04-15,"8 dose",4,29
2024-04-15,"6 dose",5,29
2024-04-15,"5 dose",1,29
2024-04-15,"4 dose",1,29
2024-04-15,"7 dose",18,29
2024-04-16,"5 dose",4,36
2024-04-16,"2 dose",1,36
2024-04-16,"6 dose",6,36
2024-04-16,"7 dose",21,36
2024-04-16,"4 dose",2,36
2024-04-16,"3 dose",2,36
2024-04-17,"6 dose",5,29
2024-04-17,"5 dose",3,29
2024-04-17,"1 dose",1,29
2024-04-17,"7 dose",18,29
2024-04-17,"4 dose",1,29
2024-04-17,"3 dose",1,29
2024-04-18,"6 dose",7,31
2024-04-18,"5 dose",3,31
2024-04-18,"8 dose",1,31
2024-04-18,"7 dose",17,31
2024-04-18,"4 dose",1,31
2024-04-18,"2 dose",1,31
2024-04-18,"9 dose",1,31
2024-04-19,"7 dose",19,28
2024-04-19,"6 dose",6,28
2024-04-19,"5 dose",2,28
2024-04-19,"3 dose",1,28
2024-04-20,"3 dose",1,20
2024-04-20,"7 dose",15,20
2024-04-20,"6 dose",2,20
2024-04-20,"5 dose",2,20
2024-04-21,"6 dose",1,7
2024-04-21,"7 dose",6,7
2024-04-22,"1 dose",2,22
2024-04-22,"3 dose",1,22
2024-04-22,"6 dose",5,22
2024-04-22,"7 dose",10,22
2024-04-22,"5 dose",4,22
2024-04-23,"7 dose",15,27
2024-04-23,"5 dose",4,27
2024-04-23,"6 dose",5,27
2024-04-23,"8 dose",1,27
2024-04-23,"2 dose",1,27
2024-04-23,"3 dose",1,27
2024-04-24,"6 dose",5,29
2024-04-24,"1 dose",1,29
2024-04-24,"5 dose",4,29
2024-04-24,"7 dose",18,29
2024-04-24,"3 dose",1,29
2024-04-25,"6 dose",9,37
2024-04-25,"1 dose",1,37
2024-04-25,"5 dose",2,37
2024-04-25,"7 dose",25,37
2024-04-26,"7 dose",20,32
2024-04-26,"5 dose",3,32
2024-04-26,"3 dose",1,32
2024-04-26,"6 dose",7,32
2024-04-26,"8 dose",1,32
2024-04-27,"6 dose",3,21
2024-04-27,"5 dose",4,21
2024-04-27,"3 dose",1,21
2024-04-27,"7 dose",13,21
2024-04-28,"7 dose",5,7
2024-04-28,"2 dose",2,7
2024-04-29,"7 dose",14,24
2024-04-29,"6 dose",5,24
2024-04-29,"5 dose",5,24
2024-04-30,"3 dose",1,27
2024-04-30,"7 dose",21,27
2024-04-30,"5 dose",2,27
2024-04-30,"6 dose",3,27
2024-05-01,"5 dose",3,29
2024-05-01,"6 dose",7,29
2024-05-01,"7 dose",17,29
2024-05-01,"1 dose",2,29
2024-05-02,"2 dose",1,32
2024-05-02,"7 dose",20,32
2024-05-02,"5 dose",3,32
2024-05-02,"4 dose",1,32
2024-05-02,"8 dose",1,32
2024-05-02,"6 dose",6,32
2024-05-03,"7 dose",14,21
2024-05-03,"6 dose",5,21
2024-05-03,"5 dose",1,21
2024-05-03,"2 dose",1,21
2024-05-04,"7 dose",4,9
2024-05-04,"2 dose",1,9
2024-05-04,"1 dose",1,9
2024-05-04,"5 dose",1,9
2024-05-04,"6 dose",2,9
2024-05-05,"7 dose",6,9
2024-05-05,"8 dose",1,9
2024-05-05,"6 dose",1,9
2024-05-05,"1 dose",1,9
2024-05-06,"7 dose",2,5
2024-05-06,"5 dose",1,5
2024-05-07,"6 dose",8,26
2024-05-07,"4 dose",1,26
2024-05-07,"5 dose",4,26
2024-05-07,"7 dose",13,26
2024-05-08,"7 dose",12,18
2024-05-08,"6 dose",4,18
2024-05-08,"1 dose",2,18
2024-05-09,"8 dose",1,36
2024-05-09,"5 dose",4,36
2024-05-09,"6 dose",11,36
2024-05-09,"7 dose",18,36
2024-05-09,"3 dose",1,36
2024-05-09,"2 dose",1,36
2024-05-10,"6 dose",4,26
2024-05-10,"4 dose",1,26
2024-05-10,"7 dose",19,26
2024-05-10,"5 dose",1,26
2024-05-10,"8 dose",1,26
2024-05-11,"8 dose",1,23
2024-05-11,"6 dose",4,23
2024-05-11,"7 dose",17,23
2024-05-11,"5 dose",1,23
2024-05-12,"7 dose",8,10
2024-05-12,"6 dose",2,10
2024-05-13,"5 dose",3,15
2024-05-13,"6 dose",2,15
2024-05-13,"7 dose",10,15
2024-05-14,"5 dose",2,26
2024-05-14,"7 dose",21,26
2024-05-14,"3 dose",1,26
2024-05-14,"6 dose",2,26
2024-05-15,"7 dose",14,28
2024-05-15,"6 dose",8,28
2024-05-15,"4 dose",1,28
2024-05-15,"5 dose",5,28
2024-05-16,"5 dose",3,22
2024-05-16,"6 dose",4,22
2024-05-16,"7 dose",15,22
2024-05-17,"1 dose",2,24
2024-05-17,"7 dose",9,24
2024-05-17,"4 dose",1,24
2024-05-17,"8 dose",2,24
2024-05-17,"6 dose",6,24
2024-05-17,"5 dose",4,24
2024-05-18,"5 dose",3,17
2024-05-18,"7 dose",9,17
2024-05-18,"6 dose",5,17
2024-05-19,"7 dose",1,5
2024-05-20,"8 dose",1,17
2024-05-20,"4 dose",1,17
2024-05-20,"7 dose",9,17
2024-05-20,"6 dose",4,17
2024-05-20,"5 dose",2,17
2024-05-21,"5 dose",3,19
2024-05-21,"7 dose",10,19
2024-05-21,"8 dose",1,19
2024-05-21,"6 dose",5,19
2024-05-22,"7 dose",9,13
2024-05-22,"6 dose",2,13
2024-05-22,"5 dose",1,13
2024-05-22,"8 dose",1,13
2024-05-23,"7 dose",6,14
2024-05-23,"3 dose",1,14
2024-05-23,"1 dose",1,14
2024-05-23,"6 dose",6,14
2024-05-24,"5 dose",2,12
2024-05-24,"6 dose",4,12
2024-05-24,"2 dose",1,12
2024-05-24,"7 dose",5,12
2024-05-25,"5 dose",1,11
2024-05-25,"2 dose",1,11
2024-05-25,"7 dose",4,11
2024-05-25,"1 dose",3,11
2024-05-25,"6 dose",2,11
2024-05-26,"7 dose",1,5
2024-05-26,"6 dose",1,5
2024-05-26,"5 dose",1,5
2024-05-27,"5 dose",2,9
2024-05-27,"6 dose",1,9
2024-05-27,"7 dose",6,9
2024-05-28,"1 dose",1,12
2024-05-28,"7 dose",6,12
2024-05-28,"6 dose",2,12
2024-05-28,"3 dose",2,12
2024-05-28,"5 dose",1,12
2024-05-29,"7 dose",4,9
2024-05-29,"6 dose",2,9
2024-05-29,"8 dose",1,9
2024-05-29,"5 dose",1,9
2024-05-29,"4 dose",1,9
2024-05-30,"7 dose",5,12
2024-05-30,"5 dose",2,12
2024-05-30,"2 dose",1,12
2024-05-30,"6 dose",1,12
2024-05-30,"4 dose",2,12
2024-05-30,"3 dose",1,12
2024-05-31,"5 dose",1,10
2024-05-31,"4 dose",1,10
2024-05-31,"1 dose",1,10
2024-05-31,"7 dose",4,10
2024-05-31,"6 dose",2,10
2024-05-31,"8 dose",1,10
2024-06-01,"7 dose",5,8
2024-06-01,"6 dose",2,8
2024-06-01,"5 dose",1,8
2024-06-02,"6 dose",2,5
2024-06-02,"7 dose",1,5
2024-06-02,"5 dose",1,5
2024-06-03,"8 dose",1,7
2024-06-03,"7 dose",1,7
2024-06-03,"5 dose",3,7
2024-06-03,"6 dose",2,7
2024-06-04,"5 dose",3,8
2024-06-04,"6 dose",1,8
2024-06-04,"2 dose",1,8
2024-06-04,"7 dose",3,8
2024-06-05,"6 dose",3,8
2024-06-05,"5 dose",2,8
2024-06-05,"8 dose",1,8
2024-06-05,"7 dose",2,8
2024-06-06,"7 dose",6,9
2024-06-06,"5 dose",1,9
2024-06-06,"6 dose",2,9
2024-06-07,"6 dose",4,13
2024-06-07,"5 dose",2,13
2024-06-07,"1 dose",2,13
2024-06-07,"4 dose",1,13
2024-06-07,"7 dose",3,13
2024-06-07,"8 dose",1,13
2024-06-08,"7 dose",2,5
2024-06-08,"4 dose",1,5
2024-06-08,"6 dose",2,5
2024-06-09,"5 dose",1,6
2024-06-09,"6 dose",2,6
2024-06-09,"7 dose",2,6
2024-06-09,"2 dose",1,6
2024-06-10,"7 dose",2,6
2024-06-10,"5 dose",2,6
2024-06-10,"6 dose",2,6
2024-06-11,"7 dose",3,5
2024-06-12,"6 dose",1,5
2024-06-12,"7 dose",1,5
2024-06-13,"2 dose",1,8
2024-06-13,"7 dose",1,8
2024-06-13,"5 dose",4,8
2024-06-13,"6 dose",2,8
2024-06-14,"8 dose",1,5
2024-06-14,"4 dose",1,5
2024-06-14,"7 dose",2,5
2024-06-15,"6 dose",1,6
2024-06-15,"7 dose",4,6
2024-06-15,"5 dose",1,6
2024-06-16,"6 dose",1,5
2024-06-16,"7 dose",1,5
2024-06-17,"7 dose",1,5
2024-06-17,"1 dose",1,5
2024-06-17,"5 dose",1,5
2024-06-18,"5 dose",2,5
2024-06-18,"7 dose",2,5
2024-06-18,"6 dose",1,5
2024-06-19,"8 dose",1,5
2024-06-19,"6 dose",1,5
2024-06-19,"5 dose",1,5
2024-06-20,"7 dose",2,5
2024-06-21,"7 dose",3,5
2024-06-21,"2 dose",1,5
2024-06-22,"7 dose",2,5
2024-06-22,"6 dose",1,5
2024-06-23,"1 dose",1,5
2024-06-24,"5 dose",1,6
2024-06-24,"4 dose",2,6
2024-06-24,"7 dose",2,6
2024-06-24,"6 dose",1,6
2024-06-25,"8 dose",1,5
2024-06-26,"1 dose",1,5
2024-06-26,"6 dose",1,5
2024-06-26,"7 dose",1,5
2024-06-27,"7 dose",2,5
2024-06-27,"8 dose",1,5
2024-06-28,"5 dose",1,5
2024-06-28,"6 dose",2,5
2024-06-28,"3 dose",1,5
2024-06-29,"5 dose",1,5
2024-06-29,"7 dose",1,5
2024-06-29,"6 dose",2,5
2024-06-30,"8 dose",1,5
2024-07-04,"5 dose",1,5
2024-07-13,"3 dose",1,5
2024-07-25,"1 dose",1,5
2024-07-31,"4 dose",1,5
2024-09-23,"8 dose",1,5
2024-09-23,"3 dose",1,5
2024-09-24,"9 dose",1,5
