"cohort_start_date","dose","n_dose","n"
2024-09-24,"8 dose",1,5
2024-09-25,"5 dose",2,5
2024-09-25,"8 dose",1,5
2024-09-25,"6 dose",1,5
2024-09-26,"4 dose",2,6
2024-09-26,"8 dose",1,6
2024-09-26,"3 dose",1,6
2024-09-26,"2 dose",2,6
2024-09-27,"5 dose",3,5
2024-09-27,"4 dose",1,5
2024-09-28,"5 dose",5,15
2024-09-28,"4 dose",1,15
2024-09-28,"8 dose",3,15
2024-09-28,"1 dose",1,15
2024-09-28,"7 dose",5,15
2024-09-29,"1 dose",1,5
2024-09-29,"8 dose",2,5
2024-09-30,"8 dose",2,10
2024-09-30,"4 dose",2,10
2024-09-30,"5 dose",2,10
2024-09-30,"3 dose",1,10
2024-09-30,"7 dose",1,10
2024-09-30,"2 dose",2,10
2024-10-01,"8 dose",9,31
2024-10-01,"7 dose",1,31
2024-10-01,"6 dose",2,31
2024-10-01,"4 dose",5,31
2024-10-01,"3 dose",1,31
2024-10-01,"5 dose",10,31
2024-10-01,"1 dose",3,31
2024-10-02,"2 dose",1,27
2024-10-02,"3 dose",1,27
2024-10-02,"6 dose",7,27
2024-10-02,"8 dose",6,27
2024-10-02,"9 dose",1,27
2024-10-02,"5 dose",4,27
2024-10-02,"7 dose",7,27
2024-10-03,"3 dose",1,27
2024-10-03,"5 dose",6,27
2024-10-03,"1 dose",1,27
2024-10-03,"9 dose",2,27
2024-10-03,"8 dose",10,27
2024-10-03,"7 dose",3,27
2024-10-03,"4 dose",1,27
2024-10-03,"6 dose",3,27
2024-10-04,"1 dose",2,24
2024-10-04,"8 dose",10,24
2024-10-04,"6 dose",2,24
2024-10-04,"4 dose",1,24
2024-10-04,"5 dose",6,24
2024-10-04,"7 dose",3,24
2024-10-05,"4 dose",2,58
2024-10-05,"1 dose",1,58
2024-10-05,"2 dose",2,58
2024-10-05,"9 dose",1,58
2024-10-05,"6 dose",3,58
2024-10-05,"5 dose",13,58
2024-10-05,"3 dose",3,58
2024-10-05,"8 dose",26,58
2024-10-05,"7 dose",7,58
2024-10-06,"6 dose",2,12
2024-10-06,"5 dose",2,12
2024-10-06,"7 dose",3,12
2024-10-06,"4 dose",1,12
2024-10-06,"8 dose",4,12
2024-10-07,"7 dose",3,29
2024-10-07,"5 dose",10,29
2024-10-07,"8 dose",14,29
2024-10-07,"1 dose",2,29
2024-10-08,"6 dose",7,50
2024-10-08,"4 dose",4,50
2024-10-08,"2 dose",1,50
2024-10-08,"3 dose",3,50
2024-10-08,"5 dose",15,50
2024-10-08,"1 dose",5,50
2024-10-08,"7 dose",4,50
2024-10-08,"8 dose",11,50
2024-10-09,"4 dose",2,33
2024-10-09,"8 dose",13,33
2024-10-09,"5 dose",10,33
2024-10-09,"2 dose",1,33
2024-10-09,"1 dose",1,33
2024-10-09,"7 dose",5,33
2024-10-09,"6 dose",1,33
2024-10-10,"2 dose",2,35
2024-10-10,"5 dose",10,35
2024-10-10,"3 dose",1,35
2024-10-10,"6 dose",6,35
2024-10-10,"7 dose",6,35
2024-10-10,"1 dose",1,35
2024-10-10,"4 dose",1,35
2024-10-10,"8 dose",8,35
2024-10-11,"9 dose",1,43
2024-10-11,"4 dose",1,43
2024-10-11,"8 dose",13,43
2024-10-11,"6 dose",2,43
2024-10-11,"5 dose",16,43
2024-10-11,"3 dose",4,43
2024-10-11,"2 dose",1,43
2024-10-11,"7 dose",5,43
2024-10-12,"8 dose",24,81
2024-10-12,"4 dose",5,81
2024-10-12,"3 dose",3,81
2024-10-12,"5 dose",20,81
2024-10-12,"7 dose",16,81
2024-10-12,"9 dose",2,81
2024-10-12,"6 dose",8,81
2024-10-12,"1 dose",3,81
2024-10-13,"6 dose",3,13
2024-10-13,"7 dose",1,13
2024-10-13,"2 dose",2,13
2024-10-13,"3 dose",1,13
2024-10-13,"5 dose",3,13
2024-10-13,"8 dose",3,13
2024-10-14,"3 dose",1,47
2024-10-14,"7 dose",7,47
2024-10-14,"4 dose",2,47
2024-10-14,"6 dose",2,47
2024-10-14,"2 dose",1,47
2024-10-14,"1 dose",1,47
2024-10-14,"5 dose",13,47
2024-10-14,"9 dose",1,47
2024-10-14,"8 dose",19,47
2024-10-15,"2 dose",1,53
2024-10-15,"1 dose",1,53
2024-10-15,"7 dose",5,53
2024-10-15,"5 dose",19,53
2024-10-15,"6 dose",7,53
2024-10-15,"4 dose",3,53
2024-10-15,"8 dose",17,53
2024-10-16,"5 dose",14,41
2024-10-16,"4 dose",1,41
2024-10-16,"6 dose",3,41
2024-10-16,"7 dose",3,41
2024-10-16,"8 dose",20,41
2024-10-17,"7 dose",8,37
2024-10-17,"4 dose",3,37
2024-10-17,"6 dose",2,37
2024-10-17,"5 dose",10,37
2024-10-17,"3 dose",1,37
2024-10-17,"8 dose",13,37
2024-10-18,"5 dose",12,40
2024-10-18,"2 dose",1,40
2024-10-18,"8 dose",14,40
2024-10-18,"7 dose",3,40
2024-10-18,"4 dose",5,40
2024-10-18,"6 dose",2,40
2024-10-18,"3 dose",1,40
2024-10-18,"1 dose",2,40
2024-10-19,"6 dose",5,57
2024-10-19,"8 dose",18,57
2024-10-19,"5 dose",20,57
2024-10-19,"3 dose",1,57
2024-10-19,"7 dose",10,57
2024-10-19,"4 dose",3,57
2024-10-20,"9 dose",1,10
2024-10-20,"7 dose",1,10
2024-10-20,"6 dose",1,10
2024-10-20,"5 dose",6,10
2024-10-20,"8 dose",1,10
2024-10-21,"7 dose",9,36
2024-10-21,"4 dose",4,36
2024-10-21,"8 dose",15,36
2024-10-21,"5 dose",5,36
2024-10-21,"2 dose",1,36
2024-10-21,"6 dose",2,36
2024-10-22,"5 dose",11,54
2024-10-22,"8 dose",17,54
2024-10-22,"1 dose",2,54
2024-10-22,"6 dose",11,54
2024-10-22,"7 dose",8,54
2024-10-22,"3 dose",2,54
2024-10-22,"2 dose",1,54
2024-10-22,"4 dose",2,54
2024-10-23,"2 dose",2,51
2024-10-23,"4 dose",3,51
2024-10-23,"6 dose",6,51
2024-10-23,"5 dose",18,51
2024-10-23,"3 dose",1,51
2024-10-23,"7 dose",6,51
2024-10-23,"8 dose",14,51
2024-10-23,"1 dose",1,51
2024-10-24,"5 dose",15,47
2024-10-24,"9 dose",1,47
2024-10-24,"7 dose",7,47
2024-10-24,"8 dose",16,47
2024-10-24,"4 dose",5,47
2024-10-24,"1 dose",1,47
2024-10-24,"6 dose",1,47
2024-10-24,"3 dose",1,47
2024-10-25,"6 dose",3,37
2024-10-25,"3 dose",1,37
2024-10-25,"8 dose",11,37
2024-10-25,"5 dose",7,37
2024-10-25,"1 dose",1,37
2024-10-25,"2 dose",3,37
2024-10-25,"7 dose",9,37
2024-10-25,"4 dose",2,37
2024-10-26,"2 dose",2,46
2024-10-26,"4 dose",4,46
2024-10-26,"6 dose",3,46
2024-10-26,"7 dose",6,46
2024-10-26,"8 dose",15,46
2024-10-26,"5 dose",15,46
2024-10-26,"1 dose",1,46
2024-10-27,"3 dose",1,14
2024-10-27,"6 dose",1,14
2024-10-27,"5 dose",7,14
2024-10-27,"2 dose",1,14
2024-10-27,"8 dose",4,14
2024-10-28,"6 dose",4,47
2024-10-28,"9 dose",1,47
2024-10-28,"8 dose",16,47
2024-10-28,"7 dose",7,47
2024-10-28,"5 dose",19,47
2024-10-29,"4 dose",4,51
2024-10-29,"9 dose",1,51
2024-10-29,"8 dose",14,51
2024-10-29,"2 dose",3,51
2024-10-29,"3 dose",1,51
2024-10-29,"1 dose",1,51
2024-10-29,"6 dose",8,51
2024-10-29,"5 dose",18,51
2024-10-29,"7 dose",1,51
2024-10-30,"8 dose",3,29
2024-10-30,"1 dose",1,29
2024-10-30,"4 dose",3,29
2024-10-30,"5 dose",13,29
2024-10-30,"7 dose",5,29
2024-10-30,"6 dose",4,29
2024-10-31,"4 dose",3,33
2024-10-31,"7 dose",5,33
2024-10-31,"6 dose",2,33
2024-10-31,"2 dose",1,33
2024-10-31,"8 dose",6,33
2024-10-31,"5 dose",14,33
2024-10-31,"9 dose",2,33
2024-11-01,"4 dose",5,37
2024-11-01,"5 dose",18,37
2024-11-01,"6 dose",2,37
2024-11-01,"1 dose",1,37
2024-11-01,"8 dose",7,37
2024-11-01,"7 dose",4,37
2024-11-02,"6 dose",2,23
2024-11-02,"7 dose",2,23
2024-11-02,"5 dose",12,23
2024-11-02,"4 dose",2,23
2024-11-02,"2 dose",1,23
2024-11-02,"1 dose",2,23
2024-11-02,"8 dose",2,23
2024-11-03,"1 dose",1,15
2024-11-03,"5 dose",12,15
2024-11-03,"8 dose",1,15
2024-11-03,"9 dose",1,15
2024-11-04,"4 dose",2,38
2024-11-04,"3 dose",1,38
2024-11-04,"9 dose",1,38
2024-11-04,"8 dose",5,38
2024-11-04,"5 dose",19,38
2024-11-04,"6 dose",4,38
2024-11-04,"7 dose",6,38
2024-11-05,"9 dose",2,35
2024-11-05,"6 dose",2,35
2024-11-05,"4 dose",4,35
2024-11-05,"7 dose",2,35
2024-11-05,"5 dose",9,35
2024-11-05,"8 dose",14,35
2024-11-05,"3 dose",2,35
2024-11-06,"3 dose",1,30
2024-11-06,"8 dose",4,30
2024-11-06,"5 dose",17,30
2024-11-06,"4 dose",2,30
2024-11-06,"1 dose",2,30
2024-11-06,"7 dose",4,30
2024-11-07,"1 dose",1,38
2024-11-07,"7 dose",7,38
2024-11-07,"2 dose",2,38
2024-11-07,"8 dose",10,38
2024-11-07,"6 dose",2,38
2024-11-07,"4 dose",1,38
2024-11-07,"5 dose",15,38
2024-11-08,"3 dose",3,32
2024-11-08,"5 dose",15,32
2024-11-08,"2 dose",1,32
2024-11-08,"7 dose",3,32
2024-11-08,"1 dose",1,32
2024-11-08,"8 dose",8,32
2024-11-08,"4 dose",1,32
2024-11-09,"8 dose",5,15
2024-11-09,"4 dose",2,15
2024-11-09,"3 dose",1,15
2024-11-09,"1 dose",1,15
2024-11-09,"7 dose",1,15
2024-11-09,"5 dose",5,15
2024-11-10,"7 dose",2,16
2024-11-10,"4 dose",4,16
2024-11-10,"8 dose",1,16
2024-11-10,"5 dose",7,16
2024-11-10,"1 dose",1,16
2024-11-10,"6 dose",1,16
2024-11-11,"7 dose",5,33
2024-11-11,"6 dose",2,33
2024-11-11,"2 dose",1,33
2024-11-11,"8 dose",6,33
2024-11-11,"5 dose",17,33
2024-11-11,"4 dose",2,33
2024-11-12,"9 dose",1,47
2024-11-12,"1 dose",1,47
2024-11-12,"3 dose",2,47
2024-11-12,"4 dose",1,47
2024-11-12,"7 dose",6,47
2024-11-12,"5 dose",25,47
2024-11-12,"8 dose",7,47
2024-11-12,"6 dose",3,47
2024-11-12,"2 dose",1,47
2024-11-13,"5 dose",21,33
2024-11-13,"2 dose",1,33
2024-11-13,"4 dose",4,33
2024-11-13,"8 dose",3,33
2024-11-13,"6 dose",4,33
2024-11-14,"8 dose",5,29
2024-11-14,"5 dose",17,29
2024-11-14,"1 dose",1,29
2024-11-14,"6 dose",2,29
2024-11-14,"2 dose",3,29
2024-11-14,"4 dose",1,29
2024-11-15,"1 dose",1,38
2024-11-15,"3 dose",4,38
2024-11-15,"7 dose",3,38
2024-11-15,"2 dose",1,38
2024-11-15,"6 dose",2,38
2024-11-15,"4 dose",3,38
2024-11-15,"9 dose",1,38
2024-11-15,"8 dose",4,38
2024-11-15,"5 dose",19,38
2024-11-16,"5 dose",16,27
2024-11-16,"3 dose",2,27
2024-11-16,"1 dose",1,27
2024-11-16,"8 dose",4,27
2024-11-16,"2 dose",1,27
2024-11-16,"6 dose",1,27
2024-11-16,"7 dose",2,27
2024-11-17,"7 dose",1,17
2024-11-17,"6 dose",3,17
2024-11-17,"3 dose",1,17
2024-11-17,"1 dose",1,17
2024-11-17,"5 dose",11,17
2024-11-18,"7 dose",2,35
2024-11-18,"8 dose",5,35
2024-11-18,"1 dose",1,35
2024-11-18,"9 dose",1,35
2024-11-18,"6 dose",1,35
2024-11-18,"2 dose",1,35
2024-11-18,"4 dose",3,35
2024-11-18,"5 dose",21,35
2024-11-19,"7 dose",5,42
2024-11-19,"3 dose",2,42
2024-11-19,"1 dose",4,42
2024-11-19,"8 dose",1,42
2024-11-19,"5 dose",26,42
2024-11-19,"4 dose",1,42
2024-11-19,"6 dose",3,42
2024-11-20,"6 dose",2,26
2024-11-20,"8 dose",1,26
2024-11-20,"1 dose",2,26
2024-11-20,"7 dose",3,26
2024-11-20,"5 dose",16,26
2024-11-20,"2 dose",1,26
2024-11-20,"4 dose",1,26
2024-11-21,"5 dose",17,30
2024-11-21,"8 dose",2,30
2024-11-21,"3 dose",1,30
2024-11-21,"4 dose",3,30
2024-11-21,"2 dose",2,30
2024-11-21,"6 dose",2,30
2024-11-21,"1 dose",2,30
2024-11-21,"7 dose",1,30
2024-11-22,"5 dose",18,27
2024-11-22,"1 dose",1,27
2024-11-22,"8 dose",3,27
2024-11-22,"4 dose",2,27
2024-11-22,"6 dose",1,27
2024-11-22,"7 dose",2,27
2024-11-23,"4 dose",2,18
2024-11-23,"7 dose",2,18
2024-11-23,"5 dose",12,18
2024-11-23,"6 dose",2,18
2024-11-24,"3 dose",1,9
2024-11-24,"7 dose",1,9
2024-11-24,"6 dose",1,9
2024-11-24,"5 dose",6,9
2024-11-25,"9 dose",1,22
2024-11-25,"8 dose",2,22
2024-11-25,"1 dose",1,22
2024-11-25,"5 dose",13,22
2024-11-25,"7 dose",4,22
2024-11-25,"6 dose",1,22
2024-11-26,"7 dose",3,24
2024-11-26,"6 dose",1,24
2024-11-26,"8 dose",2,24
2024-11-26,"5 dose",17,24
2024-11-26,"4 dose",1,24
2024-11-27,"3 dose",2,26
2024-11-27,"5 dose",11,26
2024-11-27,"2 dose",2,26
2024-11-27,"6 dose",1,26
2024-11-27,"7 dose",3,26
2024-11-27,"8 dose",2,26
2024-11-27,"1 dose",2,26
2024-11-27,"4 dose",3,26
2024-11-28,"5 dose",12,26
2024-11-28,"3 dose",1,26
2024-11-28,"6 dose",3,26
2024-11-28,"2 dose",1,26
2024-11-28,"7 dose",3,26
2024-11-28,"9 dose",1,26
2024-11-28,"1 dose",1,26
2024-11-28,"8 dose",1,26
2024-11-28,"4 dose",3,26
2024-11-29,"6 dose",1,24
2024-11-29,"7 dose",3,24
2024-11-29,"5 dose",17,24
2024-11-29,"4 dose",3,24
2024-11-30,"6 dose",1,22
2024-11-30,"7 dose",1,22
2024-11-30,"1 dose",1,22
2024-11-30,"8 dose",2,22
2024-11-30,"5 dose",15,22
2024-11-30,"4 dose",1,22
2024-11-30,"2 dose",1,22
2024-12-01,"5 dose",3,5
2024-12-02,"5 dose",9,23
2024-12-02,"2 dose",1,23
2024-12-02,"4 dose",3,23
2024-12-02,"3 dose",2,23
2024-12-02,"8 dose",6,23
2024-12-02,"7 dose",2,23
2024-12-03,"6 dose",1,18
2024-12-03,"4 dose",3,18
2024-12-03,"8 dose",2,18
2024-12-03,"5 dose",11,18
2024-12-03,"1 dose",1,18
2024-12-04,"5 dose",10,15
2024-12-04,"6 dose",1,15
2024-12-04,"8 dose",2,15
2024-12-04,"1 dose",1,15
2024-12-04,"4 dose",1,15
2024-12-05,"2 dose",2,28
2024-12-05,"3 dose",3,28
2024-12-05,"6 dose",2,28
2024-12-05,"4 dose",5,28
2024-12-05,"5 dose",13,28
2024-12-05,"8 dose",3,28
2024-12-06,"7 dose",1,29
2024-12-06,"6 dose",1,29
2024-12-06,"5 dose",15,29
2024-12-06,"8 dose",4,29
2024-12-06,"4 dose",5,29
2024-12-06,"2 dose",1,29
2024-12-06,"1 dose",1,29
2024-12-06,"3 dose",1,29
2024-12-07,"8 dose",2,6
2024-12-07,"5 dose",4,6
2024-12-08,"2 dose",1,7
2024-12-08,"5 dose",5,7
2024-12-08,"1 dose",1,7
2024-12-09,"6 dose",2,35
2024-12-09,"8 dose",3,35
2024-12-09,"7 dose",2,35
2024-12-09,"5 dose",23,35
2024-12-09,"4 dose",5,35
2024-12-10,"5 dose",12,18
2024-12-10,"8 dose",1,18
2024-12-10,"6 dose",1,18
2024-12-10,"4 dose",3,18
2024-12-10,"1 dose",1,18
2024-12-11,"2 dose",1,16
2024-12-11,"5 dose",11,16
2024-12-11,"4 dose",4,16
2024-12-12,"8 dose",1,17
2024-12-12,"4 dose",3,17
2024-12-12,"6 dose",1,17
2024-12-12,"3 dose",1,17
2024-12-12,"5 dose",8,17
2024-12-12,"7 dose",3,17
2024-12-13,"8 dose",1,23
2024-12-13,"3 dose",3,23
2024-12-13,"5 dose",16,23
2024-12-13,"4 dose",2,23
2024-12-13,"7 dose",1,23
2024-12-14,"3 dose",2,10
2024-12-14,"5 dose",7,10
2024-12-14,"4 dose",1,10
2024-12-15,"5 dose",3,5
2024-12-15,"8 dose",1,5
2024-12-15,"2 dose",1,5
2024-12-16,"5 dose",5,10
2024-12-16,"1 dose",1,10
2024-12-16,"4 dose",3,10
2024-12-16,"7 dose",1,10
2024-12-17,"5 dose",14,19
2024-12-17,"6 dose",2,19
2024-12-17,"4 dose",2,19
2024-12-17,"8 dose",1,19
2024-12-18,"1 dose",2,11
2024-12-18,"8 dose",2,11
2024-12-18,"6 dose",2,11
2024-12-18,"5 dose",5,11
2024-12-19,"9 dose",1,13
2024-12-19,"5 dose",12,13
2024-12-20,"3 dose",1,12
2024-12-20,"8 dose",2,12
2024-12-20,"5 dose",6,12
2024-12-20,"4 dose",1,12
2024-12-20,"1 dose",1,12
2024-12-20,"6 dose",1,12
2024-12-21,"1 dose",1,5
2024-12-21,"5 dose",3,5
2024-12-21,"8 dose",1,5
2024-12-22,"4 dose",1,5
2024-12-22,"1 dose",1,5
2024-12-22,"5 dose",3,5
2024-12-23,"5 dose",4,6
2024-12-23,"2 dose",1,6
2024-12-23,"6 dose",1,6
2024-12-24,"5 dose",2,5
2024-12-27,"5 dose",1,5
2024-12-27,"8 dose",1,5
2024-12-28,"8 dose",1,5
2024-12-29,"5 dose",1,5
2024-12-30,"5 dose",1,5
2024-12-30,"7 dose",2,5
2024-12-31,"8 dose",1,5
2025-01-02,"5 dose",1,6
2025-01-02,"1 dose",2,6
2025-01-02,"4 dose",2,6
2025-01-02,"2 dose",1,6
2025-01-03,"5 dose",1,5
2025-01-03,"3 dose",1,5
2025-01-03,"1 dose",1,5
2025-01-04,"5 dose",3,5
2025-01-04,"3 dose",1,5
2025-01-05,"5 dose",1,5
2025-01-06,"5 dose",3,5
2025-01-06,"1 dose",1,5
2025-01-07,"4 dose",1,6
2025-01-07,"5 dose",1,6
2025-01-07,"8 dose",4,6
2025-01-08,"8 dose",1,5
2025-01-09,"1 dose",1,9
2025-01-09,"4 dose",1,9
2025-01-09,"5 dose",7,9
2025-01-10,"5 dose",2,5
2025-01-10,"4 dose",1,5
2025-01-11,"4 dose",1,5
2025-01-11,"5 dose",1,5
2025-01-13,"5 dose",1,5
2025-01-13,"4 dose",1,5
2025-01-14,"5 dose",4,6
2025-01-14,"3 dose",1,6
2025-01-14,"6 dose",1,6
2025-01-15,"5 dose",1,5
2025-01-17,"5 dose",1,5
2025-01-17,"4 dose",1,5
2025-01-17,"6 dose",1,5
2025-01-18,"8 dose",1,5
2025-01-18,"1 dose",1,5
2025-01-20,"3 dose",1,5
2025-01-20,"5 dose",1,5
2025-01-20,"8 dose",1,5
2025-01-20,"1 dose",1,5
2025-01-20,"9 dose",1,5
2025-01-21,"6 dose",1,5
2025-01-21,"5 dose",3,5
2025-01-22,"4 dose",3,6
2025-01-22,"5 dose",1,6
2025-01-22,"6 dose",1,6
2025-01-22,"1 dose",1,6
2025-01-23,"3 dose",1,5
2025-01-23,"4 dose",1,5
2025-01-24,"5 dose",1,5
2025-01-25,"8 dose",1,5
2025-01-26,"8 dose",1,5
2025-01-28,"2 dose",1,5
2025-01-28,"5 dose",1,5
2025-01-28,"7 dose",1,5
2025-01-30,"4 dose",1,5
2025-01-30,"5 dose",2,5
2025-01-31,"4 dose",1,5
2025-01-31,"6 dose",1,5
2025-02-05,"6 dose",1,5
2025-02-11,"8 dose",1,5
2025-02-11,"5 dose",1,5
2025-02-16,"8 dose",1,5
2025-02-18,"8 dose",1,5
2025-02-21,"4 dose",1,5
2025-03-22,"5 dose",1,5
2025-03-31,"6 dose",1,6
2025-03-31,"9 dose",4,6
2025-03-31,"7 dose",1,6
2025-04-01,"10 dose",1,16
2025-04-01,"9 dose",6,16
2025-04-01,"2 dose",1,16
2025-04-01,"1 dose",2,16
2025-04-01,"4 dose",1,16
2025-04-01,"5 dose",1,16
2025-04-01,"8 dose",4,16
2025-04-02,"3 dose",1,5
2025-04-02,"8 dose",1,5
2025-04-02,"7 dose",1,5
2025-04-03,"9 dose",2,6
2025-04-03,"4 dose",2,6
2025-04-03,"1 dose",1,6
2025-04-03,"7 dose",1,6
2025-04-04,"6 dose",1,7
2025-04-04,"5 dose",1,7
2025-04-04,"9 dose",3,7
2025-04-04,"4 dose",1,7
2025-04-04,"8 dose",1,7
2025-04-05,"7 dose",1,16
2025-04-05,"8 dose",4,16
2025-04-05,"9 dose",11,16
2025-04-07,"4 dose",1,9
2025-04-07,"8 dose",2,9
2025-04-07,"7 dose",1,9
2025-04-07,"9 dose",3,9
2025-04-07,"1 dose",2,9
2025-04-08,"9 dose",5,12
2025-04-08,"2 dose",1,12
2025-04-08,"1 dose",3,12
2025-04-08,"6 dose",1,12
2025-04-08,"7 dose",2,12
2025-04-09,"2 dose",1,6
2025-04-09,"10 dose",1,6
2025-04-09,"9 dose",2,6
2025-04-09,"1 dose",1,6
2025-04-09,"6 dose",1,6
2025-04-10,"8 dose",2,7
2025-04-10,"3 dose",2,7
2025-04-10,"9 dose",1,7
2025-04-10,"6 dose",1,7
2025-04-10,"5 dose",1,7
2025-04-11,"1 dose",1,6
2025-04-11,"8 dose",2,6
2025-04-11,"9 dose",3,6
2025-04-12,"3 dose",1,16
2025-04-12,"9 dose",10,16
2025-04-12,"8 dose",5,16
2025-04-13,"9 dose",1,5
2025-04-13,"8 dose",1,5
2025-04-14,"1 dose",1,13
2025-04-14,"9 dose",6,13
2025-04-14,"6 dose",2,13
2025-04-14,"7 dose",2,13
2025-04-14,"10 dose",1,13
2025-04-14,"3 dose",1,13
2025-04-15,"7 dose",3,27
2025-04-15,"8 dose",5,27
2025-04-15,"10 dose",2,27
2025-04-15,"6 dose",1,27
2025-04-15,"2 dose",1,27
2025-04-15,"1 dose",1,27
2025-04-15,"9 dose",14,27
2025-04-16,"9 dose",6,16
2025-04-16,"6 dose",3,16
2025-04-16,"8 dose",4,16
2025-04-16,"7 dose",2,16
2025-04-16,"5 dose",1,16
2025-04-17,"9 dose",7,14
2025-04-17,"10 dose",1,14
2025-04-17,"7 dose",4,14
2025-04-17,"8 dose",2,14
2025-04-18,"10 dose",1,5
2025-04-18,"6 dose",1,5
2025-04-18,"8 dose",1,5
2025-04-18,"9 dose",1,5
2025-04-19,"7 dose",1,8
2025-04-19,"9 dose",4,8
2025-04-19,"8 dose",2,8
2025-04-19,"3 dose",1,8
2025-04-20,"9 dose",5,7
2025-04-20,"7 dose",1,7
2025-04-20,"10 dose",1,7
2025-04-21,"1 dose",1,5
2025-04-21,"9 dose",2,5
2025-04-21,"8 dose",1,5
2025-04-21,"7 dose",1,5
2025-04-22,"1 dose",1,11
2025-04-22,"8 dose",2,11
2025-04-22,"3 dose",1,11
2025-04-22,"6 dose",1,11
2025-04-22,"9 dose",5,11
2025-04-22,"7 dose",1,11
2025-04-23,"4 dose",1,18
2025-04-23,"8 dose",4,18
2025-04-23,"7 dose",3,18
2025-04-23,"9 dose",10,18
2025-04-24,"6 dose",1,17
2025-04-24,"10 dose",1,17
2025-04-24,"8 dose",4,17
2025-04-24,"9 dose",11,17
2025-04-25,"8 dose",3,19
2025-04-25,"6 dose",1,19
2025-04-25,"9 dose",11,19
2025-04-25,"7 dose",3,19
2025-04-25,"5 dose",1,19
2025-04-26,"7 dose",4,16
2025-04-26,"6 dose",2,16
2025-04-26,"8 dose",1,16
2025-04-26,"5 dose",1,16
2025-04-26,"9 dose",8,16
2025-04-27,"5 dose",1,6
2025-04-27,"7 dose",1,6
2025-04-27,"9 dose",4,6
2025-04-28,"9 dose",4,15
2025-04-28,"2 dose",1,15
2025-04-28,"8 dose",4,15
2025-04-28,"10 dose",2,15
2025-04-28,"5 dose",1,15
2025-04-28,"7 dose",1,15
2025-04-28,"6 dose",2,15
2025-04-29,"4 dose",2,24
2025-04-29,"6 dose",2,24
2025-04-29,"8 dose",1,24
2025-04-29,"2 dose",2,24
2025-04-29,"9 dose",15,24
2025-04-29,"7 dose",2,24
2025-04-30,"9 dose",14,24
2025-04-30,"4 dose",2,24
2025-04-30,"8 dose",5,24
2025-04-30,"7 dose",3,24
2025-05-01,"7 dose",3,33
2025-05-01,"8 dose",6,33
2025-05-01,"4 dose",2,33
2025-05-01,"10 dose",2,33
2025-05-01,"9 dose",20,33
2025-05-02,"9 dose",6,14
2025-05-02,"8 dose",4,14
2025-05-02,"6 dose",2,14
2025-05-02,"7 dose",2,14
2025-05-03,"7 dose",1,9
2025-05-03,"8 dose",1,9
2025-05-03,"9 dose",7,9
2025-05-04,"9 dose",1,5
2025-05-04,"7 dose",1,5
2025-05-04,"8 dose",1,5
2025-05-04,"3 dose",2,5
2025-05-06,"6 dose",2,16
2025-05-06,"9 dose",9,16
2025-05-06,"3 dose",1,16
2025-05-06,"8 dose",2,16
2025-05-06,"2 dose",1,16
2025-05-06,"7 dose",1,16
2025-05-07,"8 dose",5,18
2025-05-07,"4 dose",1,18
2025-05-07,"6 dose",3,18
2025-05-07,"9 dose",9,18
2025-05-08,"8 dose",3,17
2025-05-08,"6 dose",3,17
2025-05-08,"5 dose",1,17
2025-05-08,"9 dose",9,17
2025-05-08,"4 dose",1,17
2025-05-09,"7 dose",2,25
2025-05-09,"9 dose",17,25
2025-05-09,"8 dose",3,25
2025-05-09,"6 dose",3,25
2025-05-10,"7 dose",1,6
2025-05-10,"9 dose",4,6
2025-05-10,"8 dose",1,6
2025-05-11,"9 dose",1,5
2025-05-11,"8 dose",1,5
2025-05-12,"6 dose",1,12
2025-05-12,"9 dose",8,12
2025-05-12,"8 dose",1,12
2025-05-12,"7 dose",1,12
2025-05-12,"10 dose",1,12
2025-05-13,"9 dose",2,6
2025-05-13,"8 dose",1,6
2025-05-13,"6 dose",3,6
2025-05-14,"8 dose",4,5
2025-05-14,"5 dose",1,5
2025-05-15,"8 dose",1,5
